PWGTP,WGTP,AGEP,SEX,MAR,HISP,RAC1P,CIT,SCHL,WKHP,WKWN,WAGP,HINCP,INDP,ESR,FS,SERIALNO,R65,NOC,NRC,FER,PUMA,ADJINC,HUPAOC,HUPARC,state,HHSIZE,SQ_AGEP,EDU1,EDU2,EDU3,EDU4,EDU5,BLW21,EDU_AGE,MARRIED,ADJ_WAGP,ADJ_HINCP,INDP_cat,INDP_prefix,INDP_code,IND1,IND2,IND3,IND4,IND5,IND6,OC_under6,FER_MAR,NOC_MAR,OCunder6_MAR,unemp_reg,fs_availibility,fs_lagreceipt,avg_WAGP,avg_HINCP,SIMBENEFIT,SQ_SIMBENEFIT,SIMBENEFIT_SNAP,SB_EDU2,SB_EDU3,SB_EDU4,SB_EDU5,hrs_elast,WKHP_NAP,WKHP_SNAP,WKHP_change,WKHP_change_pct
59,61,54,0,1,03,1,2,21,40,52,20000.0,304000.0,7071,1.0,0,2023HU1022690,0,1.0,1,0,1200,1.019518,2,2,72,3,2916,0,0,0,1,0,0,0,1,20390.359999999997,309933.47199999995,"FIN-Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",FIN,7,0,0,0,1,0,0,0,0,1.0,0,2.9014684983420183,0.06661025797972887,371,34354.22361683168,90411.6663138009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.59614057625491,38.59614057625491,0.0,0.0
114,119,39,0,1,03,8,2,9,25,52,0.0,73700.0,7370,1.0,1,2023HU1022916,0,4.0,4,0,1400,1.019518,2,2,72,7,1521,1,0,0,0,0,0,0,1,0.0,75138.4766,PRF-Specialized Design Services,PRF,13,0,0,0,0,1,0,0,0,4.0,0,4.2574845220931214,0.062304137180691305,408,26446.488900594642,65130.25310636744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.86325578160814,29.86325578160814,0.0,0.0
106,119,19,0,5,03,8,2,19,25,52,19500.0,73700.0,5392,1.0,1,2023HU1022916,0,4.0,4,0,1400,1.019518,2,2,72,7,361,0,0,1,0,0,1,0,0,19880.601,75138.4766,"RET-Warehouse Clubs, Supercenters, And Other General Merchandise Retailers",RET,14,0,0,1,0,0,0,0,0,0.0,0,4.2574845220931214,0.062304137180691305,408,21594.736313368354,65130.25310636744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.699470842810104,28.699470842810104,0.0,0.0
51,51,53,0,3,03,9,2,20,40,52,18700.0,18700.0,4771,1.0,0,2023HU1023176,0,0.0,0,0,1600,1.019518,4,4,72,1,2809,0,0,1,0,0,0,0,0,19064.9866,19064.9866,RET-Furniture And Home Furnishings Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,6.508288582769087,0.10059756674261638,478,11613.512932920696,11613.512932920696,0.0,0.0,7.718468591374329,0.0,0.0,0.0,0.0,0.0,34.39066542842717,34.39998329795587,0.00931786952870084,0.027094182135245136
59,59,61,0,3,03,9,2,22,40,52,284000.0,373400.0,3490,1.0,0,2023HU1023332,0,0.0,0,0,100,1.019518,4,4,72,2,3721,0,0,0,0,1,0,0,0,289543.11199999996,380688.02119999996,"MFG-Electric Lighting And Electrical Equipment, And Other Electrical Component, N.E.C.",MFG,10,0,1,0,0,0,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,38751.36791728613,64092.05136637111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.76571671275568,59.76571671275568,0.0,0.0
243,59,32,0,5,03,9,2,23,40,52,81000.0,373400.0,7490,1.0,0,2023HU1023332,0,0.0,0,0,100,1.019518,4,4,72,2,1024,0,0,0,0,1,0,0,0,82580.958,380688.02119999996,"PRF-Other Professional, Scientific, And Technical, Except Veterinary, Services",PRF,13,0,0,0,0,1,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,25340.68344908498,64092.05136637111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.55071304465561,41.55071304465561,0.0,0.0
30,23,53,0,1,03,2,2,22,40,52,19000.0,50900.0,7870,1.0,0,2023HU1023931,0,0.0,0,0,1300,1.019518,4,4,72,2,2809,0,0,0,0,1,0,0,1,19370.841999999997,51893.466199999995,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",EDU,4,0,0,0,0,0,1,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,22999.445256227136,47861.655666308885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.01472352630313,37.01472352630313,0.0,0.0
111,120,37,0,5,03,8,2,23,40,52,80000.0,150000.0,7990,1.0,0,2023HU1023955,0,0.0,0,0,1102,1.019518,4,4,72,2,1369,0,0,0,0,1,0,0,0,81561.43999999999,152927.69999999998,MED-Offices Of Chiropractors,MED,9,0,0,0,0,0,1,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,27044.352701446453,88688.8208576356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.94185049357794,41.94185049357794,0.0,0.0
32,32,68,0,3,03,9,2,16,40,52,55000.0,77100.0,5276,1.0,0,2023HU1023996,1,0.0,0,0,1300,1.019518,4,4,72,1,4624,0,1,0,0,0,0,0,0,56073.49,78604.8378,"RET-Sporting Goods, And Hobby, Toy, And Game Retailers",RET,14,0,0,1,0,0,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,16978.412751947828,16978.412751947828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.862208048093116,31.862208048093116,0.0,0.0
510,62,33,0,3,03,1,2,20,25,52,11400.0,14000.0,4971,1.0,1,2023HU1024216,0,0.0,1,0,100,1.019518,4,2,72,3,1089,0,0,1,0,0,0,0,0,11622.5052,14273.251999999999,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,11644.283636150234,50395.42275637312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.241493855457776,33.241493855457776,0.0,0.0
68,49,48,0,3,03,1,2,21,40,52,0.0,48000.0,7280,1.0,0,2023HU1024544,2,0.0,1,1,1300,1.019518,4,1,72,5,2304,0,0,0,1,0,0,0,0,0.0,48936.863999999994,"PRF-Accounting, Tax Preparation, Bookkeeping, And Payroll Services",PRF,13,0,0,0,0,1,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,30703.142703604008,40522.640263764224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.62976923820049,36.62976923820049,0.0,0.0
66,49,22,0,5,03,1,2,19,30,52,7300.0,48000.0,8680,1.0,0,2023HU1024544,2,0.0,1,0,1300,1.019518,4,1,72,5,484,0,0,1,0,0,0,0,0,7442.4814,48936.863999999994,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",ENT,5,0,0,0,0,0,1,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,9820.299112984334,40522.640263764224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.43729032712783,31.43729032712783,0.0,0.0
113,112,41,0,1,03,9,2,20,40,52,37000.0,77100.0,8090,1.0,1,2023HU1024770,0,2.0,2,0,1102,1.019518,3,3,72,4,1681,0,0,1,0,0,0,0,1,37722.166,78604.8378,MED-Outpatient Care Centers,MED,9,0,0,0,0,0,1,1,0,2.0,1,4.2539866393707575,0.07692561953670343,1149,27044.352701446453,96749.03539572936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.51512884475362,36.51512884475362,0.0,0.0
242,242,34,0,5,04,9,2,21,35,42,19000.0,48100.0,8090,1.0,0,2023HU1025227,0,3.0,3,0,800,1.019518,3,3,72,5,1156,0,0,0,1,0,0,0,0,19370.841999999997,49038.8158,MED-Outpatient Care Centers,MED,9,0,0,0,0,0,1,1,0,0.0,0,6.9687724951153465,0.10189418680600915,630,21669.273896364277,65029.16075983548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.40957697570865,35.40957697570865,0.0,0.0
107,189,45,0,1,03,8,2,16,40,52,53000.0,87700.0,8660,1.0,0,2023HU1025648,0,1.0,1,0,1200,1.019518,2,2,72,4,2025,0,1,0,0,0,0,0,1,54034.454,89411.72859999999,ENT-Traveler Accommodation,ENT,5,0,0,0,0,0,1,0,0,1.0,0,2.9014684983420183,0.06661025797972887,371,15105.117507360523,90354.21229560915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.23921693717429,36.23921693717429,0.0,0.0
164,164,30,0,5,03,9,2,16,40,52,22200.0,22200.0,7072,1.0,0,2023HU1026584,0,2.0,2,0,1400,1.019518,2,2,72,3,900,0,1,0,0,0,0,0,0,22633.2996,22633.2996,FIN-Activities Related To Real Estate,FIN,7,0,0,0,1,0,0,0,0,0.0,0,4.2574845220931214,0.062304137180691305,408,34449.982163543435,34449.41226957553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63979815811322,33.63979815811322,0.0,0.0
54,67,41,0,1,03,1,2,21,35,52,27800.0,57300.0,8470,1.0,1,2023HU1027724,0,2.0,2,0,200,1.019518,3,3,72,4,1681,0,0,0,1,0,0,0,1,28342.6004,58418.3814,SCA-Child Care Services,SCA,15,0,0,0,0,0,1,1,0,2.0,1,6.114307818770852,0.12014854729483725,668,20221.612193103443,94941.42617537962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.33402661466493,37.33402661466493,0.0,0.0
57,57,45,0,1,03,9,2,20,40,52,19800.0,60700.0,5171,1.0,0,2023HU1027759,0,0.0,0,0,1300,1.019518,4,4,72,3,2025,0,0,1,0,0,0,0,1,20186.4564,61884.7426,RET-Clothing And Clothing Accessories Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,16978.412751947828,77705.47439891347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.830862838056134,34.830862838056134,0.0,0.0
25,25,47,0,1,03,1,2,21,36,52,16000.0,16000.0,2190,1.0,0,2023HU1028749,0,1.0,1,0,400,1.019518,2,2,72,4,2209,0,0,0,1,0,0,0,1,16312.287999999999,16312.287999999999,MFG-Pharmaceutical And Medicine,MFG,10,0,1,0,0,0,0,0,0,1.0,0,10.098647716710143,0.14513647666689244,659,22608.719544731906,22608.021889816668,545.5041210840177,297574.74611964665,4753.3949428852275,0.0,0.0,545.5041210840177,0.0,0.01829283507708811,39.41066731235029,44.490506299111836,5.079838986761544,12.889502597104347
197,175,55,0,3,03,9,2,21,12,36,6100.0,16100.0,4971,1.0,1,2023HU1029222,1,0.0,0,0,1700,1.019518,4,4,72,2,3025,0,0,0,1,0,0,0,0,6219.059799999999,16414.2398,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,6.76604818940949,0.09178260814523174,694,10196.830066771598,10196.633870796115,1928.1405082428923,3717725.819527159,4236.069546239124,0.0,0.0,1928.1405082428923,0.0,0.19397372976385452,32.818824872088534,35.604996947930054,2.7861720758415203,8.48955465864678
48,34,25,0,5,03,1,2,21,7,52,12000.0,40100.0,7390,1.0,1,2023HU1029485,2,0.0,0,0,1300,1.019518,4,4,72,4,625,0,0,0,1,0,0,0,0,12234.215999999999,40882.6718,"PRF-Management, Scientific, And Technical Consulting Services",PRF,13,0,0,0,0,1,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,30703.142703604008,30702.433180518758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5260016231172,34.5260016231172,0.0,0.0
132,133,49,0,5,03,8,2,16,8,52,0.0,7300.0,1190,1.0,1,2023HU1029794,0,0.0,2,0,1102,1.019518,4,3,72,5,2401,0,1,0,0,0,0,0,0,0.0,7442.4814,MFG-Retail Bakeries,MFG,10,0,1,0,0,0,0,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,63421.23367117585,90464.69900126019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.20679389244293,35.20679389244293,0.0,0.0
239,133,31,0,5,03,8,2,21,20,26,0.0,7300.0,8180,1.0,1,2023HU1029794,0,0.0,2,0,1102,1.019518,4,3,72,5,961,0,0,0,1,0,0,0,0,0.0,7442.4814,MED-Other Health Care Services,MED,9,0,0,0,0,0,1,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,27044.352701446453,90464.69900126019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.733755975435365,34.733755975435365,0.0,0.0
221,220,43,0,1,03,9,2,22,40,52,25800.0,29800.0,8191,1.0,0,2023HU1029829,0,1.0,1,0,300,1.019518,1,1,72,3,1849,0,0,0,0,1,0,0,1,26303.5644,30381.6364,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",MED,9,0,0,0,0,0,1,1,0,1.0,1,7.1568657970924265,0.0855908756145624,413,31001.661913100696,61785.75601520785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.44898097934195,37.44898097934195,0.0,0.0
106,106,54,0,4,03,1,2,21,40,52,45000.0,53400.0,9470,1.0,0,2023HU1029937,0,0.0,0,0,100,1.019518,4,4,72,2,2916,0,0,0,1,0,0,0,0,45878.31,54442.26119999999,"ADM-Justice, Public Order, And Safety Activities",ADM,1,0,0,0,0,1,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,20824.541149878736,32468.82478602897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38870481837808,39.38870481837808,0.0,0.0
214,106,19,0,5,03,1,2,19,23,52,8400.0,53400.0,5171,1.0,0,2023HU1029937,0,0.0,0,0,100,1.019518,4,4,72,2,361,0,0,1,0,0,1,0,0,8563.9512,54442.26119999999,RET-Clothing And Clothing Accessories Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,11644.283636150234,32468.82478602897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.286368257809414,29.286368257809414,0.0,0.0
137,137,38,0,5,03,1,2,20,40,52,16800.0,45500.0,7680,1.0,1,2023HU1030033,0,3.0,3,0,400,1.019518,2,2,72,5,1444,0,0,1,0,0,0,0,0,17127.9024,46388.068999999996,PRF-Investigation And Security Services,PRF,13,0,0,0,0,1,0,0,0,0.0,0,10.098647716710143,0.14513647666689244,659,14322.84228898426,26991.065392800632,608.726368488721,370547.7916934662,5597.583076884615,0.0,608.726368488721,0.0,0.0,0.01837162648623053,33.9177960542731,39.94043064245576,6.022634588182662,17.75656230300349
226,220,18,0,5,03,9,2,16,21,12,2400.0,4800.0,8680,1.0,1,2023HU1030323,0,1.0,1,0,900,1.019518,2,2,72,3,324,0,1,0,0,0,1,1,0,2446.8432,4893.6864,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",ENT,5,0,0,0,0,0,1,0,0,0.0,0,5.055797238509552,0.08522458255736877,755,11558.687154579171,26055.448381927217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.985444473059484,22.985444473059484,0.0,0.0
121,121,35,0,5,03,9,2,21,40,52,24000.0,24000.0,7690,1.0,1,2023HU1030574,0,2.0,2,0,1102,1.019518,2,2,72,3,1225,0,0,0,1,0,0,0,0,24468.431999999997,24468.431999999997,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",PRF,13,0,0,0,0,1,0,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,30711.585551621356,30710.918203495232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.84220045940926,36.84220045940926,0.0,0.0
113,113,54,0,1,03,8,2,20,40,52,18000.0,59900.0,4971,1.0,0,2023HU1030597,0,0.0,0,0,1300,1.019518,4,4,72,4,2916,0,0,1,0,0,0,0,1,18351.323999999997,61069.12819999999,RET-Supermarkets And Other Grocery (Except Convenience) Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,16978.412751947828,58818.83008286194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.128257580292754,34.128257580292754,0.0,0.0
138,113,24,0,5,03,8,2,20,40,52,21900.0,59900.0,5171,1.0,0,2023HU1030597,0,0.0,0,0,1300,1.019518,4,4,72,4,576,0,0,1,0,0,0,0,0,22327.444199999998,61069.12819999999,RET-Clothing And Clothing Accessories Retailers,RET,14,0,0,1,0,0,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,16978.412751947828,58818.83008286194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.00026508651583,32.00026508651583,0.0,0.0
65,58,59,0,5,03,8,2,16,45,52,28000.0,55100.0,7860,1.0,0,2023HU1031592,2,0.0,0,0,1000,1.019518,4,4,72,3,3481,0,1,0,0,0,0,0,0,28546.503999999997,56175.44179999999,EDU-Elementary And Secondary Schools,EDU,4,0,0,0,0,0,1,0,0,0.0,0,4.015505711072972,0.05571141487096838,575,27040.368945241804,27039.860235477805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.24483755717561,33.24483755717561,0.0,0.0
220,264,43,0,1,03,9,2,21,40,52,36000.0,173000.0,4195,1.0,0,2023HU1032151,0,1.0,1,0,2000,1.019518,2,2,72,3,1849,0,0,0,1,0,0,0,1,36702.647999999994,176376.614,WHL-Household Appliances And Electrical And Electronic Goods Merchant Wholesalers,WHL,20,0,0,1,0,0,0,0,0,1.0,0,6.013078089461713,0.12033076703735386,783,30685.7400508591,46569.02288577498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.3773056335238,37.3773056335238,0.0,0.0
216,217,56,0,1,03,2,2,20,20,52,9400.0,13900.0,8370,1.0,1,2023HU1032700,1,0.0,0,0,1900,1.019518,4,4,72,2,3136,0,0,1,0,0,0,0,1,9583.4692,14171.3002,SCA-Individual And Family Services,SCA,15,0,0,0,0,0,1,0,0,0.0,0,8.341374917975838,0.1686968590788813,1065,16655.798679133197,25427.443508872973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.37897366478844,34.37897366478844,0.0,0.0
126,126,46,0,5,03,8,2,20,45,52,25000.0,25000.0,8191,1.0,0,2023HU1033158,0,0.0,0,0,1300,1.019518,4,4,72,2,2116,0,0,1,0,0,0,0,0,25487.949999999997,25487.949999999997,"MED-General Medical And Surgical Hospitals, And Specialty (Except Psychiatric And Substance Abuse) Hospitals",MED,9,0,0,0,0,0,1,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,41167.813514598456,41167.607683482995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.53835224209576,36.53835224209576,0.0,0.0
104,95,29,0,5,03,1,2,16,40,52,8400.0,15600.0,7980,1.0,0,2023HU1033835,0,0.0,1,0,1900,1.019518,4,2,72,4,841,0,1,0,0,0,0,0,0,8563.9512,15904.4808,MED-Offices Of Dentists,MED,9,0,0,0,0,0,1,0,0,0.0,0,8.341374917975838,0.1686968590788813,1065,17041.504444487844,25812.69159127418,0.0,0.0,3819.53758667557,0.0,0.0,0.0,0.0,0.0,31.251988417211404,35.8630006240087,4.6110122067972945,14.754300255205113
151,151,50,0,5,03,8,2,21,45,52,61000.0,61000.0,2190,1.0,0,2023HU1033844,0,0.0,0,0,2000,1.019518,4,4,72,1,2500,0,0,0,1,0,0,0,0,62190.598,62190.598,MFG-Pharmaceutical And Medicine,MFG,10,0,1,0,0,0,0,0,0,0.0,0,6.013078089461713,0.12033076703735386,783,29340.69891267863,29340.69891267863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.721857997551375,43.721857997551375,0.0,0.0
171,171,32,0,5,03,9,2,19,20,52,9600.0,9600.0,3990,1.0,1,2023HU1034107,0,2.0,2,0,2000,1.019518,2,2,72,3,1024,0,0,1,0,0,0,0,0,9787.3728,9787.3728,MFG-Not Specified Manufacturing Industries,MFG,10,0,1,0,0,0,0,0,0,0.0,0,6.013078089461713,0.12033076703735386,783,29340.69891267863,29340.237555473195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.338776639822925,36.338776639822925,0.0,0.0
104,92,65,0,3,03,9,2,20,40,52,21200.0,76400.0,7270,1.0,0,2023HU1034571,2,0.0,0,0,2100,1.019518,4,4,72,4,4225,0,0,1,0,0,0,0,0,21613.7816,77891.1752,PRF-Legal Services,PRF,13,0,0,0,0,1,0,0,0,0.0,0,4.888446514423077,0.07949317081396189,431,36776.53321320924,36775.76953816142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.7298330758258,33.7298330758258,0.0,0.0
50,49,51,0,1,03,8,2,21,35,52,19000.0,69000.0,7870,1.0,0,2023HU1034626,0,0.0,0,0,600,1.019518,4,4,72,4,2601,0,0,0,1,0,0,0,1,19370.841999999997,70346.742,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",EDU,4,0,0,0,0,0,1,0,0,0.0,0,7.898558578086051,0.11702992978204214,649,24675.048010593116,49622.791650316634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28154480345865,37.28154480345865,0.0,0.0
62,61,60,0,5,03,9,1,21,40,52,26000.0,29600.0,7270,1.0,1,2023HU1034865,1,0.0,0,0,1102,1.019518,4,4,72,2,3600,0,0,0,1,0,0,0,0,26507.467999999997,30177.732799999998,PRF-Legal Services,PRF,13,0,0,0,0,1,0,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,30711.585551621356,30711.36552838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.878395162445514,36.878395162445514,0.0,0.0
122,196,25,0,5,03,1,2,20,20,52,9100.0,54600.0,1990,1.0,1,2023HU1035489,0,1.0,1,0,700,1.019518,1,1,72,3,625,0,0,1,0,0,0,0,0,9277.6138,55665.682799999995,MFG-Printing And Related Support Activities,MFG,10,0,1,0,0,0,0,1,0,0.0,0,8.957306297088644,0.11285779917304198,634,18028.75389153069,52327.5567344699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79506194174848,34.79506194174848,0.0,0.0
106,106,44,0,4,03,9,2,16,2,52,0.0,9600.0,8990,1.0,1,2023HU1035493,0,2.0,2,0,1300,1.019518,2,2,72,3,1936,0,1,0,0,0,0,0,0,0.0,9787.3728,SRV-Nail Salons And Other Personal Care Services,SRV,16,0,0,0,0,1,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,10773.876727777777,10773.465065546852,2478.8483570648727,6144689.177323218,5789.211219645326,2478.8483570648727,0.0,0.0,0.0,1.4962544252868473,29.785750681698612,33.7820783056329,3.996327623934288,13.41691088010674
61,55,64,0,5,03,8,2,21,40,52,41400.0,41400.0,7860,1.0,0,2023HU1036902,0,0.0,0,0,800,1.019518,4,4,72,3,4096,0,0,0,1,0,0,0,0,42208.0452,42208.0452,EDU-Elementary And Secondary Schools,EDU,4,0,0,0,0,0,1,0,0,0.0,0,6.9687724951153465,0.10189418680600915,630,25216.916725881987,25216.415650440686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.89209212693529,36.89209212693529,0.0,0.0
52,42,60,0,1,03,8,1,19,35,52,18000.0,159000.0,7680,1.0,0,2023HU1036970,0,0.0,0,0,1300,1.019518,4,4,72,4,3600,0,0,1,0,0,0,0,1,18351.323999999997,162103.362,PRF-Investigation And Security Services,PRF,13,0,0,0,0,1,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,30703.142703604008,94346.31774962661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.60385775758168,34.60385775758168,0.0,0.0
76,42,25,0,5,24,8,2,21,40,52,10000.0,159000.0,8680,1.0,0,2023HU1036970,0,0.0,0,0,1300,1.019518,4,4,72,4,625,0,0,0,1,0,0,0,0,10195.179999999998,162103.362,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",ENT,5,0,0,0,0,0,1,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,9820.299112984334,94346.31774962661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.10283766849827,34.10283766849827,0.0,0.0
52,51,29,0,5,03,1,2,19,35,52,15000.0,15000.0,8680,1.0,1,2023HU1037355,0,0.0,0,0,100,1.019518,4,4,72,1,841,0,0,1,0,0,0,0,0,15292.769999999999,15292.769999999999,"ENT-Food Services And Drinking Places, except Alcoholic Beverages",ENT,5,0,0,0,0,0,1,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,15698.591125974024,15698.591125974024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.956337492690714,33.956337492690714,0.0,0.0
52,63,63,0,3,03,1,2,20,40,52,14000.0,65600.0,7870,1.0,1,2023HU1037411,0,0.0,0,0,1102,1.019518,4,4,72,4,3969,0,0,1,0,0,0,0,0,14273.251999999999,66880.3808,"EDU-Junior Colleges, Colleges, Universities, And Professional Schools",EDU,4,0,0,0,0,0,1,0,0,0.0,0,4.2539866393707575,0.07692561953670343,1149,34163.99074939995,85248.32226886676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.42213816807408,33.42213816807408,0.0,0.0
160,121,33,0,1,03,3,2,16,40,8,3200.0,27000.0,7970,1.0,1,2023HU1037683,0,5.0,5,0,2200,1.019518,2,2,72,7,1089,0,1,0,0,0,0,0,1,3262.4575999999997,27526.985999999997,MED-Offices Of Physicians,MED,9,0,0,0,0,0,1,0,0,5.0,0,3.2887874195516544,0.045960192845217324,247,33902.632138272835,61602.92830870708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.223744830860365,30.223744830860365,0.0,0.0
202,202,41,0,3,03,8,2,21,40,50,52000.0,55000.0,9470,1.0,0,2023HU1037940,0,0.0,0,0,1300,1.019518,4,4,72,2,1681,0,0,0,1,0,0,0,0,53014.935999999994,56073.49,"ADM-Justice, Public Order, And Safety Activities",ADM,1,0,0,0,0,1,0,0,0,0.0,0,4.494460316354261,0.07911436174626973,758,28998.62114552975,38818.92025851408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.39071448945457,40.39071448945457,0.0,0.0
226,226,48,0,1,03,1,2,16,20,52,9000.0,9000.0,7690,1.0,1,2023HU1038159,0,0.0,0,0,100,1.019518,4,4,72,2,2304,0,1,0,0,0,0,0,1,9175.661999999998,9175.661999999998,"PRF-Services To Buildings And Dwellings, Except Landscaping Services",PRF,13,0,0,0,0,1,0,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,25340.68344908498,25340.68344908498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.20779149347502,33.20779149347502,0.0,0.0
86,86,33,0,5,03,1,2,21,20,52,8300.0,12600.0,5471,1.0,1,2023HU1038435,0,3.0,3,0,1900,1.019518,3,3,72,4,1089,0,0,0,1,0,0,0,0,8461.999399999999,12845.9268,RET-Florists,RET,14,0,0,1,0,0,0,1,0,0.0,0,8.341374917975838,0.1686968590788813,1065,11338.150458558355,11337.41530040443,3829.8172806214147,14667500.402946409,8037.7081024226245,0.0,0.0,3829.8172806214147,0.0,0.23117110160602955,29.470781725172213,34.55062071193375,5.0798389867615406,17.236865428726105
66,66,48,0,1,03,9,2,21,60,52,19200.0,48200.0,8180,1.0,0,2023HU1038809,0,0.0,0,0,100,1.019518,4,4,72,2,2304,0,0,0,1,0,0,0,1,19574.7456,49140.7676,MED-Other Health Care Services,MED,9,0,0,0,0,0,1,0,0,0.0,0,7.510778307238485,0.1327836599625981,732,30823.695123359576,44092.54298370531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.48396044626224,37.48396044626224,0.0,0.0
